Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_5,MA_20,MA_50,MA_200,Daily_Return,Volatility_20,HL_Spread,Volume_Change
1962-01-17,0.047539842,0.047539842,0.046054319,0.046054319,1574400,0.0,0,0.0480350578,0.04845803025,0.04845803025,0.04845803025,-0.03124757111527321,0.015784428829527387,0.03225588896450723,0.4137931034482758
1962-01-18,0.046054294,0.046301879,0.044939961,0.045125745,2649600,0.0,0,0.0472055772,0.04820170061538462,0.04820170061538462,0.04820170061538462,-0.020162582362796444,0.015497020204375392,0.030180510039224763,0.6829268292682926
1962-01-19,0.045558959,0.046549499,0.045558959,0.046549499,1459200,0.0,0,0.0467351616,0.048083686214285715,0.048083686214285715,0.048083686214285715,0.03155081428572526,0.018522501385495417,0.021279283800669863,-0.4492753623188406
1962-01-22,0.046549483,0.04704466,0.04605431,0.046920866,1075200,0.0,0,0.0464380504,0.048006164866666666,0.048006164866666666,0.048006164866666666,0.00797789467078891,0.01814891095360461,0.021106814183693902,-0.26315789473684215
1962-01-23,0.046797083,0.046797083,0.045930337,0.045930337,768000,0.0,0,0.046116153199999996,0.047876425625,0.047876425625,0.047876425625,-0.021110629117544355,0.018013142069035686,0.018870882658666353,-0.2857142857142857
1962-01-24,0.045930341,0.046054325,0.044568608,0.045435164,2611200,0.0,0,0.045992322200000005,0.047732822,0.047732822,0.047732822,-0.010780957257073953,0.017452102359903156,0.032699716897687386,2.4
1962-01-25,0.04543521,0.046178163,0.045063827,0.045063827,1574400,0.0,0,0.045979938600000006,0.0475845445,0.0475845445,0.0475845445,-0.008172898858690103,0.01690737370854704,0.02472794864936794,-0.3970588235294118
1962-01-26,0.045063779,0.045063779,0.044321017,0.044568606,1574400,0.0,0,0.04558376,0.04742581089473684,0.04742581089473684,0.04742581089473684,-0.010989324098017783,0.016445006369257515,0.01666558743165539,0.0
1962-01-29,0.044568606,0.0446924,0.044444812,0.044568606,307200,0.0,0,0.045113308,0.04728295065,0.04728295065,0.04728295065,0.0,0.01604603154959681,0.0055552107687640035,-0.8048780487804879
1962-01-30,0.044568625,0.044940008,0.04438284,0.04438284,1574400,0.0,0,0.0448038086,0.0470012967,0.047144850142857145,0.047144850142857145,-0.004168090875447117,0.015623021298151919,0.01255368065675826,4.125
1962-01-31,0.044568638,0.046178147,0.044568638,0.046178147,1766400,0.0,0,0.044952405200000004,0.0468651252,0.04710090909090909,0.04710090909090909,0.04045047590465156,0.018228622434217294,0.03485434354912513,0.12195121951219523
1962-02-01,0.046549499,0.047292261,0.046549499,0.046549499,1420800,0.0,0,0.0452495396,0.046728942749999995,0.04707693473913044,0.04707693473913044,0.008041725883890516,0.01824207613587492,0.015956390851811338,-0.19565217391304346
1962-02-02,0.046549492,0.047044668,0.04580654,0.047044668,1152000,0.0,0,0.045744752,0.04667323605,0.047075590291666664,0.047075590291666664,0.010637472166993511,0.017840611816003195,0.02631813662708807,-0.18918918918918914
1962-02-05,0.047044668,0.047044668,0.046673286,0.047044668,384000,0.0,0,0.0462399644,0.04664228725,0.0470743534,0.0470743534,0.0,0.017707301101336885,0.007894242127503089,-0.6666666666666667
1962-02-06,0.047044648,0.047044648,0.046425678,0.046425678,691200,0.0,0,0.046648532,0.04653706085,0.04704940434615385,0.04704940434615385,-0.013157495340385905,0.017349699160474377,0.013332492419389188,0.8
1962-02-07,0.046425684,0.046673272,0.046425684,0.046673272,192000,0.0,0,0.046747557,0.04643183555,0.047035473518518514,0.047035473518518514,0.0053331262065792195,0.017354818492943333,0.005304706299571197,-0.7222222222222222
1962-02-08,0.046673291,0.047044674,0.046178115,0.046797086,768000,0.0,0,0.04679707439999999,0.046308032449999995,0.047026959678571435,0.047026959678571435,0.0026527816605614873,0.017156814958016048,0.018517370932027752,3.0
1962-02-09,0.04679708,0.047044668,0.046549492,0.047044668,729600,0.0,0,0.0467970744,0.046215187000000005,0.047027570310344824,0.047027570310344824,0.0052905430906531326,0.01719572777753156,0.010525656170004217,-0.050000000000000044
1962-02-12,0.047044654,0.047168445,0.046673272,0.046673272,307200,0.0,0,0.0467227952,0.0461285295,0.047015760366666666,0.047015760366666666,-0.007894539717019478,0.01714600116926773,0.010609348322526038,-0.5789473684210527
1962-02-13,0.046673272,0.04692086,0.046673272,0.046673272,652800,0.0,0,0.046772313999999995,0.04608520195,0.04700471235483871,0.04700471235483871,0.0,0.016716585378725526,0.005304706299571197,1.125
1962-02-14,0.046673292,0.046673292,0.045806546,0.045806546,652800,0.0,0,0.0465989688,0.0460728133,0.04696726965625,0.04696726965625,-0.01857007153901713,0.015710886824683346,0.01892188072857538,0.0
1962-02-15,0.045806536,0.046178106,0.045558948,0.045558948,652800,0.0,0,0.04635134119999999,0.04609447345,0.04692459324242424,0.04692459324242424,-0.0054052973127464155,0.015054530786432622,0.013590261127188332,0.0
1962-02-16,0.045558948,0.046425694,0.045558948,0.045558948,1190400,0.0,0,0.0460541972,0.0460449459,0.04688442720588235,0.04688442720588235,0.0,0.013174499428233415,0.019024714969274565,0.8235294117647058
1962-02-19,0.045930299,0.046301868,0.045930299,0.046301868,345600,0.0,0,0.0459799164,0.046013996,0.04686778265714286,0.04686778265714286,0.01630678566151267,0.013597838027495405,0.008024924609953148,-0.7096774193548387
1962-02-20,0.046301904,0.046425698,0.045930335,0.046054319,460800,0.0,0,0.0458561258,0.0460201951,0.046845186444444444,0.046845186444444444,-0.00534641496537458,0.012777053791243482,0.010756059599969302,0.33333333333333326
1962-02-21,0.046054324,0.046425703,0.045806546,0.045806546,691200,0.0,0,0.0458561258,0.046038764200000006,0.04681711508108108,0.04681711508108108,-0.005380016584329628,0.012588178619838035,0.01351677989429725,0.5
1962-02-23,0.045806549,0.046425707,0.045311373,0.045311373,1036800,0.0,0,0.0458066108,0.046051141500000004,0.046777490289473686,0.046777490289473686,-0.010810092513851455,0.012696945248107563,0.02459281028628275,0.5
1962-02-26,0.045311364,0.046425698,0.045063776,0.046054319,768000,0.0,0,0.045905685,0.04612542715,0.04675894743589744,0.04675894743589744,0.016396457463339287,0.012885055646551635,0.029572079873768222,-0.2592592592592593
1962-02-27,0.046054283,0.046425662,0.046054283,0.046301868,460800,0.0,0,0.045905685,0.046212090250000004,0.04674752045,0.04674752045,0.00537515276254541,0.01290336109781766,0.0080208211038051,-0.4
1962-02-28,0.046178116,0.046178116,0.04531137,0.045435164,652800,0.0,0,0.045781854,0.04626470645,0.04671551175609756,0.04671551175609756,-0.018718553644531233,0.013656895357703784,0.019076546086639008,0.41666666666666674
1962-03-01,0.045435185,0.045435185,0.044568628,0.045187596,19545600,0.0,0,0.045658064,0.0462151789,0.046679132809523814,0.046679132809523814,-0.005448819332973143,0.010124207506779916,0.01917687765465558,28.941176470588236
1962-03-02,0.045311365,0.045682747,0.045311365,0.045682747,806400,0.0,0,0.0457323388,0.0461718413,0.046655961046511624,0.046655961046511624,0.010957675199185335,0.010281571000906977,0.0081295899303079,-0.9587426326129665
1962-03-05,0.045682798,0.045682798,0.045063827,0.045063827,652800,0.0,0,0.045534240399999995,0.046072799250000004,0.04661977618181818,0.04661977618181818,-0.013548222045403735,0.010276824038890587,0.013735429083730415,-0.19047619047619047
1962-03-06,0.045558952,0.046054319,0.045558952,0.046054319,883200,0.0,0,0.0454847306,0.0460232818,0.04660721046666667,0.04660721046666667,0.021979757733403327,0.011602735267551602,0.010756146453929836,0.3529411764705883
1962-03-07,0.046054325,0.046054325,0.045435164,0.045435164,691200,0.0,0,0.0454847306,0.0459737561,0.046581731195652176,0.046581731195652176,-0.013444015967319034,0.01161870304687289,0.013627352594127316,-0.21739130434782605
1962-03-08,0.045435154,0.04593033,0.04531136,0.045558948,883200,0.0,0,0.045559001,0.0459180399,0.04655996985106383,0.04655996985106383,0.0027244096664864603,0.011558186895297447,0.013586134605215126,0.2777777777777777
1962-03-09,0.045559004,0.045744789,0.044692447,0.045063827,1113600,0.0,0,0.04543521700000001,0.04583137695,0.04652880020833333,0.04652880020833333,-0.010867700456999141,0.011718705865299857,0.023352255457575712,0.26086956521739135
1962-03-12,0.045558952,0.046054319,0.045558952,0.046054319,998400,0.0,0,0.0456333154,0.0457818595,0.04651911691836735,0.04651911691836735,0.021979757733403327,0.01279634070026894,0.010756146453929836,-0.10344827586206895
1962-03-13,0.046415665,0.04678946,0.046415665,0.04678946,1344000,0.001563,0,0.0457803436,0.0457876689,0.04652452378000001,0.04652452378000001,0.015962476830891692,0.01322324615616798,0.00798887185276334,0.34615384615384626
1962-03-14,0.046789469,0.04697646,0.046602666,0.046851862,1689600,0.0,0,0.0460636832,0.0457965984,0.04646124264000001,0.046530942176470594,0.0013336764305464932,0.01322550908268294,0.007978210129620819,0.2571428571428571
1962-03-15,0.046851829,0.046976427,0.046602633,0.046602633,883200,0.0,0,0.0462724202,0.04583640275,0.04641526376,0.04653232084615385,-0.005319511100754237,0.012546295813140167,0.008020877275324845,-0.4772727272727273
1962-03-16,0.046602633,0.046789436,0.046602633,0.046602633,768000,0.0,0,0.0465801814,0.045888587,0.04636185346,0.04653364749056604,0.0,0.012460422311522406,0.004008421584248239,-0.13043478260869568
1962-03-19,0.046602666,0.047101059,0.046602666,0.046851862,921600,0.0,0,0.04673969,0.0459532327,0.04633571465999999,0.04653954035185185,0.005347959631379684,0.01249051192011083,0.010637634850030074,0.19999999999999996
1962-03-20,0.046851865,0.047350258,0.046851865,0.047350258,1305600,0.0,0,0.0468518496,0.0460056522,0.04632944694,0.04655428067272727,0.010637698881636792,0.012197066567606274,0.010525665984755558,0.41666666666666674
1962-03-21,0.047599454,0.048222446,0.047599454,0.047973249,2188800,0.0,0,0.047076127,0.0461015987,0.04631830780000001,0.046579619392857145,0.013157077201142231,0.012375582655282253,0.012986237392426823,0.6764705882352942
1962-03-22,0.048097835,0.048720826,0.048097835,0.04847163,1344000,0.0,0,0.047449926399999995,0.0462348529,0.04631218484,0.04661281256140351,0.010388727267565345,0.012375205649345649,0.012852693420873267,-0.38596491228070173
1962-03-23,0.048845435,0.049717817,0.048845435,0.049344022,1497600,0.0,0,0.0479982042,0.04643648535,0.04631360232000001,0.04665990237931034,0.017997991815005943,0.012371474580735056,0.017679588421065432,0.11428571428571432
1962-03-26,0.049344027,0.049717822,0.04859625,0.048720848,1420800,0.0,0,0.048372001399999996,0.0465698118,0.04630998774,0.04669483366101695,-0.012629169142312824,0.012583931884727503,0.02302037107400104,-0.05128205128205132
1962-03-27,0.048471624,0.048471624,0.04809783,0.048347026,844800,0.0,0,0.048571355,0.0466720697,0.046308799819999996,0.0467223702,-0.007672731804667987,0.012785108616460233,0.007731478664271857,-0.4054054054054054
1962-03-28,0.048347044,0.048347044,0.047973249,0.047973249,460800,0.0,0,0.048571355,0.04679897395,0.04631746834,0.046742876409836064,-0.007731127039747987,0.012052138837519103,0.0077917382664658835,-0.4545454545454546
1962-03-29,0.047973236,0.048596227,0.047848638,0.048097834,1036800,0.0,0,0.0484965958,0.04694448585,0.04635833864,0.046764730564516126,0.002596968156148849,0.011895918333227626,0.015543090776187549,1.25
1962-03-30,0.048097844,0.048097844,0.047350258,0.047350258,1382400,0.0,0,0.048097843,0.047027861399999996,0.0464028289,0.046774024650793646,-0.015542820493746112,0.012448524672178756,0.0157884250599015,0.33333333333333326
1962-04-02,0.047350261,0.048222446,0.047101064,0.047973249,1152000,0.0,0,0.0479483232,0.0471733325,0.0464313039,0.046792762531250004,0.013157077201142231,0.012136282633687843,0.02337515226454652,-0.16666666666666663
1962-04-03,0.047973277,0.048222474,0.046104117,0.0464781,1228800,0.0,0,0.047574538,0.04719452154999999,0.046422448580000004,0.04678792156923077,-0.031166306872398852,0.0135451226302075,0.04557753006254561,0.06666666666666665
1962-04-04,0.046851904,0.047724089,0.046851904,0.047038704,1459200,0.0,0,0.047387629,0.04727469855,0.04644461592,0.046791721303030304,0.01206168066250557,0.013358073272099761,0.018541858636241287,0.1875
1962-04-05,0.047038673,0.047537066,0.046851873,0.047101069,1036800,0.0,0,0.047188276,0.047351804600000005,0.04647793401999999,0.046796338432835816,0.0013258230924049208,0.013356754683094068,0.014547291909659218,-0.2894736842105263
1962-04-06,0.047350233,0.04809782,0.047350233,0.047848623,729600,0.0,0,0.047287949,0.0474910444,0.04653362994,0.046811813205882354,0.015871274598884266,0.013365437532386188,0.015624002387696736,-0.2962962962962963
1962-04-09,0.047973249,0.048347044,0.047973249,0.047973249,537600,0.0,0,0.047287949,0.0475869909,0.0466017228,0.04682864560869565,0.002604589059961082,0.012604556547414042,0.0077917382664658835,-0.26315789473684215
1962-04-10,0.047973249,0.048347044,0.047973249,0.047973249,614400,0.0,0,0.0475869788,0.04764618035,0.046669815659999996,0.04684499708571429,0.0,0.0121800797426411,0.0077917382664658835,0.1428571428571428
1962-04-11,0.047973244,0.04822244,0.046664871,0.046851862,883200,0.0,0,0.0475496104,0.04764618035,0.0467191961,0.046845093774647885,-0.023375256489298835,0.013373398753788915,0.03324454853042984,0.4375
1962-04-12,0.046602664,0.046602664,0.045854887,0.045979485,1075200,0.0,0,0.0473252936,0.04761502295,0.04671522286,0.04683307143055556,-0.018619900314740923,0.013973548046127363,0.01626327480614463,0.21739130434782616
1962-04-13,0.045979489,0.047350258,0.045231902,0.047350258,1804800,0.0,0,0.047225620600000004,0.0476524042,0.046731238040000005,0.04684015617808219,0.029812708863528936,0.01554086775206636,0.04473800332830292,0.6785714285714286
1962-04-16,0.047350269,0.048097856,0.047225671,0.047474865,2227200,0.0,0,0.0471259438,0.047683554350000004,0.046739841979999995,0.04684873332432432,0.002631601289268648,0.01551189421771356,0.01837151090371725,0.23404255319148937
1962-04-17,0.047474886,0.04797328,0.047101094,0.047724083,1152000,0.0,0,0.0470761106,0.047702245600000005,0.04675343028,0.04686040465333333,0.005249472536678068,0.015377800113960564,0.01827559473484272,-0.48275862068965514
1962-04-18,0.047724053,0.047973249,0.047599454,0.047973249,691200,0.0,0,0.047300388,0.047702245600000005,0.04678438170000001,0.046875047342105264,0.005220969882229198,0.015134638287405456,0.007791738266466028,-0.4
1962-04-19,0.047973255,0.048035651,0.047724059,0.048035651,806400,0.0,0,0.0477116212,0.04768044665,0.04681162928,0.046890120116883115,0.0013007666001523255,0.014945000287143769,0.006486682151970824,0.16666666666666674
1962-04-23,0.048035632,0.048596227,0.047911034,0.048097834,691200,0.0,0,0.0478611364,0.04761813725,0.04683764424,0.046905603628205124,0.0012945176906211664,0.014319602564257223,0.01424581822125297,-0.1428571428571429
1962-04-24,0.04809783,0.048347026,0.047724035,0.048347026,883200,0.0,0,0.0480355686,0.04759944615,0.0468636914,0.04692384948101266,0.0051809401645821485,0.014122592921462007,0.012885818457582132,0.2777777777777777
1962-04-25,0.048222476,0.048222476,0.047724083,0.047724083,422400,0.0,0,0.0480355686,0.047568299,0.046884707619999993,0.046933852399999997,-0.012884825635396946,0.014312805679729982,0.010443217945120072,-0.5217391304347826
1962-04-26,0.047724061,0.047973258,0.047101073,0.047474865,806400,0.0,0,0.0479358918,0.0475433798,0.04690073948,0.046940531567901234,-0.005222059478859009,0.014257443998070909,0.018371510903717105,0.9090909090909092
1962-04-27,0.047474856,0.047973249,0.047225662,0.047973249,883200,0.0,0,0.047923411400000004,0.047537150550000004,0.04694407354,0.04695312568292683,0.010497849756918809,0.01445369527075243,0.01558341399808049,0.09523809523809534
1962-10-29,0.038935206,0.039440824,0.038935206,0.039314419,1344000,0.0,0,0.0461667284,0.047135358599999996,0.046819182960000004,0.04686109307228916,-0.18049288260630414,0.04287989577777261,0.012860879363370454,0.5217391304347827
1962-10-30,0.039314416,0.039630525,0.039314416,0.039630525,499200,0.0,0,0.0444234282,0.046718222399999995,0.0467006145,0.046775014880952384,0.008040459659342636,0.04276037792924344,0.007976402028486929,-0.6285714285714286
1962-10-31,0.039820052,0.040452075,0.039820052,0.040199265,2803200,0.0,0,0.0429184646,0.046404280650000004,0.046578562440000006,0.04669765311764706,0.014351058937523531,0.04270363572531479,0.015722252633225894,4.615384615384615
1962-11-01,0.040199295,0.040578511,0.039567271,0.040578511,1958400,0.0,0,0.0415391938,0.046081271,0.04646904628000001,0.04662650030232558,0.009434152589605782,0.042648316833770926,0.024920579269160387,-0.3013698630136986
1962-11-02,0.04057848,0.041969129,0.04057848,0.041337103,4569600,0.0,0,0.0402119646,0.045793072700000007,0.046379657420000005,0.04656570263218391,0.018694426712700274,0.04298915030700826,0.03364166569679546,1.3333333333333335
1962-11-05,0.04127378,0.04127378,0.040831267,0.04127378,614400,0.0,0,0.0406038368,0.04546433055,0.046298905560000006,0.04650556714772727,-0.0015318683556512225,0.04270857875977731,0.010721407150011592,-0.865546218487395
1962-11-07,0.04121071,0.04121071,0.040831303,0.041084304,1267200,0.0,0,0.0408945926,0.045119883300000004,0.04619950526,0.046444654078651684,-0.004590711100364464,0.04265909413141839,0.009234840634028954,1.0625
1962-11-08,0.041084295,0.041147402,0.040831294,0.040831294,729600,0.0,0,0.0410209984,0.04476278555,0.046090093779999994,0.046382283411111114,-0.006158312916777264,0.04263002030905393,0.0077418070561271575,-0.4242424242424242
1962-11-09,0.040831303,0.041084304,0.040578492,0.041084304,537600,0.0,0,0.041122157000000006,0.044474407650000006,0.046003076579999996,0.04632406385714286,0.006196472734858904,0.04254705024756166,0.012311563072846537,-0.26315789473684215
1962-11-12,0.041084295,0.041210701,0.040831294,0.040831294,614400,0.0,0,0.04102099520000001,0.0442169981,0.04591595054,0.046264359836956516,-0.006158312916777264,0.04243713807411437,0.00929206407222865,0.1428571428571428
1962-11-13,0.040957883,0.041337096,0.040957883,0.040957883,921600,0.0,0,0.040957815800000005,0.04389737935,0.04582145326,0.04620730094623656,0.003100293613031324,0.04169919215495344,0.009258608410009772,0.5
1962-11-14,0.040957883,0.041084285,0.040578474,0.040957883,1344000,0.0,0,0.0409325316,0.04357153025,0.04573933438,0.04615145607446809,0.0,0.041673695264109155,0.01234953964783763,0.45833333333333326
1962-11-15,0.041084304,0.041716331,0.041084304,0.041084304,768000,0.0,0,0.0409831336,0.0432395413,0.04563993408,0.04609811763157895,0.0030866097254098612,0.04164460476880348,0.01538366087447898,-0.4285714285714286
1962-11-16,0.041084295,0.041337106,0.040831294,0.040831294,1497600,0.0,0,0.0409325316,0.042882443549999996,0.04554785668,0.04604325488541667,-0.006158312916777264,0.0415532134675318,0.012387851337750926,0.95
1962-11-19,0.040831315,0.040831315,0.039946478,0.039946478,2035200,0.0,0,0.0407555684,0.0424779849,0.04543560728,0.04598040151546391,-0.02167004552929419,0.041626159878040456,0.02215056356157355,0.35897435897435903
1962-11-20,0.039946457,0.040072862,0.039440839,0.040072862,2227200,0.0,0,0.0405785642,0.0420767363,0.04533578798000001,0.0459201205,0.0031638333672370234,0.041650808944098255,0.015771845794293464,0.09433962264150941
1962-11-21,0.040072876,0.040452092,0.040009772,0.040325686,3532800,0.0,0,0.0404521248,0.041675669299999996,0.04522121532,0.04586361106060607,0.006309107644969281,0.04167058137825224,0.010968691270373008,0.5862068965517242
1962-11-23,0.040578456,0.041716294,0.040578456,0.04127378,1382400,0.0,0,0.04049002,0.04135315415,0.04511090171999999,0.04581771275,0.023510920558177384,0.04224141624827752,0.02756805894686656,-0.6086956521739131
1962-11-26,0.041273811,0.04184273,0.041210704,0.041589919,1996800,0.0,0,0.04064174499999999,0.04105890685,0.04500566286,0.04577585340594059,0.007659560137210697,0.04235644456490513,0.015196615314398683,0.4444444444444444
1962-11-27,0.041589906,0.041716311,0.041526605,0.041716311,1152000,0.0,0,0.0409957116,0.04074605995,0.044907936419999996,0.04573605397058824,0.0030390056782749753,0.04223958958123696,0.00454752578673598,-0.42307692307692313
1962-11-28,0.042022041,0.042149373,0.041894709,0.041958276,1420800,0.001563,0,0.0413727944,0.0408782528,0.044815049280000005,0.04569937651456311,0.005800249211873165,0.009891385241908367,0.006069458144562344,0.2333333333333334
1962-11-29,0.042149382,0.042276714,0.042149382,0.042276714,1113600,0.0,0,0.041763,0.04101056225000001,0.04472354632,0.04566646629807692,0.007589396666345394,0.009880530244066868,0.0030118707901470496,-0.21621621621621623
1962-11-30,0.042404015,0.043931991,0.042404015,0.043931991,2035200,0.0,0,0.042294642199999996,0.04119719855,0.044655180979999994,0.045649947485714285,0.03915339777826632,0.012541047817416202,0.034780486047172175,0.8275862068965518
1962-12-03,0.04367734,0.04367734,0.043040685,0.043040685,1651200,0.0,0,0.0425847954,0.04132030725,0.0445565297,0.04562533180188679,-0.02028831336144077,0.013641306549150975,0.014791934654385724,-0.18867924528301883
1962-12-04,0.043040673,0.044186654,0.043040673,0.043931991,1267200,0.0,0,0.043027931400000004,0.04145005165,0.044465736920000005,0.04560950618691589,0.020708452943999145,0.013769800243313882,0.02608534177292346,-0.2325581395348837
1962-12-05,0.044059298,0.044250391,0.044059298,0.044250391,1228800,0.0,0,0.043486354399999996,0.0415988822,0.0443638643,0.04559692178703704,0.0072475659024877626,0.013753021227786676,0.004318447717219115,-0.030303030303030276
1962-12-06,0.043931978,0.043931978,0.043549984,0.043677315,998400,0.0,0,0.0437664746,0.041728532750000005,0.04426299364,0.04557931071559634,-0.012950755621571775,0.014136045128518926,0.008745821486508423,-0.1875
1962-12-07,0.043677333,0.043804664,0.043550001,0.043804664,921600,0.0,0,0.0437410092,0.04187720125,0.0441721464,0.04556317756363636,0.0029156783103538864,0.01396585487953451,0.005813604688304473,-0.07692307692307687
1962-12-10,0.043741092,0.043741092,0.042340253,0.042340253,844800,0.0,0,0.0436009228,0.041939998699999995,0.04405948648,0.04553414220720721,-0.033430481283910796,0.016210566335396488,0.03308527702940275,-0.08333333333333337
1962-12-11,0.042531354,0.04304068,0.042531354,0.042849779,960000,0.0,0,0.043384480399999995,0.04204092295,0.04395452538,0.04551017467857143,0.012034080193143781,0.016260793985836876,0.011886315679714415,0.13636363636363646
1962-12-12,0.042849784,0.043040685,0.042786022,0.043040685,883200,0.0,0,0.043142539199999996,0.04214506305,0.04386833392000001,0.04548832078761062,0.0044552388473229065,0.016266068451014658,0.005916797095585309,-0.07999999999999996
1962-12-13,0.043040676,0.044059326,0.043040676,0.04355,1344000,0.0,0,0.0431170762,0.0422746689,0.043779868939999994,0.04547131797368421,0.011833338619029687,0.016380991093542952,0.023390355912744038,0.5217391304347827
1962-12-14,0.043868443,0.044950858,0.043868443,0.044950858,3072000,0.0,0,0.043346315,0.0424679966,0.043749324099999994,0.04546679223478261,0.03216665901262927,0.017614509169576718,0.024079963056545063,1.2857142857142856
1962-12-17,0.044950895,0.045205559,0.044441568,0.0445689,1612800,0.0,0,0.0437920444,0.0426548769,0.04369992802000001,0.04545905178448276,-0.008497234913736329,0.01769764343464087,0.01714179618523227,-0.475
1962-12-18,0.044568855,0.044568855,0.044059336,0.044059336,806400,0.0,0,0.0440339558,0.042860519799999997,0.043639093360000006,0.0454470884017094,-0.011433174253795864,0.0170354317302125,0.0115643821777069,-0.5
1962-12-19,0.044059336,0.044314195,0.044059336,0.044059336,921600,0.0,0,0.044237686,0.0430598435,0.04356330762,0.04543532778813559,0.0,0.017068519608188684,0.0057844494070451525,0.1428571428571428
1962-12-20,0.044059322,0.044441509,0.043931991,0.043931991,960000,0.0,0,0.044314084200000006,0.04324015875,0.04348248246,0.04542269470588235,-0.002890306835309553,0.017152046974152676,0.011597880915526923,0.04166666666666674
1962-12-21,0.043931978,0.044314168,0.043677315,0.043677315,460800,0.0,0,0.0440593756,0.0433603355,0.04339656378,0.045408149875,-0.00579705117393825,0.01668168393710942,0.014580864231237651,-0.52
1962-12-24,0.04367734,0.043804672,0.042786022,0.043040685,1843200,0.0,0,0.0437537326,0.04343287380000001,0.043320340240000005,0.04538858404958678,-0.014575758606040656,0.017088386147274502,0.023667141914679165,3.0
1962-12-26,0.043295346,0.043550009,0.043295346,0.043295346,652800,0.0,0,0.043600934599999995,0.04351182555,0.043266657459999996,0.04537142636065574,0.005916750627923184,0.017110989879336784,0.0058819947991639145,-0.6458333333333333
1962-12-27,0.043295336,0.043804663,0.043295336,0.04355,691200,0.0,0,0.043499067399999994,0.043591411749999996,0.04319065230000001,0.04535661801626016,0.0058817869246270416,0.01711195320335677,0.011695223880597103,0.05882352941176472
1962-12-28,0.04354999,0.04354999,0.043359091,0.043422658,652800,0.0,0,0.0433972008,0.04364870895,0.04310960816000001,0.045341021564516124,-0.0029240413318024627,0.017092749157242692,0.00439629927767191,-0.05555555555555558
1962-12-31,0.043422658,0.043486423,0.043295326,0.043422658,614400,0.0,0,0.0433462694,0.0436232423,0.04302357966,0.045325674656,0.0,0.01461262085982783,0.0044008591090854265,-0.05882352941176472
1963-01-02,0.043422658,0.043422658,0.043295326,0.043422658,729600,0.0,0,0.043422664,0.04364234095,0.04293256784,0.04531057134920635,0.0,0.013849532283676722,0.002932386128919165,0.1875
1963-01-03,0.043422678,0.043486442,0.043040686,0.043486442,921600,0.0,0,0.0434608832,0.0436200635,0.04284158366000001,0.045296208125984255,0.0014689105397462932,0.013017603082771907,0.010250459212091863,0.26315789473684204
1963-01-04,0.043677386,0.044823563,0.043677386,0.0445689,1420800,0.0,0,0.0436646632,0.043635988949999996,0.04277100498,0.04529052603125,0.024891850200115195,0.014116711702825755,0.0257169685587932,0.5416666666666667
